"ID","Type","Name","Documentation","Specialization"
"id-82ba610c9d5d4f37942c292559371363","ApplicationFunction","Merge project","Merge SCL files into the existing project.",""
"id-689bff07790b433f8c6bb46ae15170fb","ApplicationFunction","Metering","Handles the various physical measurements (energy, power (including active- and reactive power), voltage, frequency, power quality) gathering, storage, and quality management to provide for compensation, control and / or services settlement",""
"id-7e332fd8a3c743bbad6eb24b67feafc0","ApplicationFunction","Monitoring (general)","",""
"id-eb4bf415412544ed9e0f6066af390ed8","ApplicationFunction","Network administration","To help a network to run smoothly and efficiently.",""
"id-5f1eda12fdb44550b8191901d90f46b7","ApplicationFunction","Network configuration","",""
"EAID_06D09A07_EF39_4f52_90BD_D2D11DA5092D","ApplicationFunction","Network Model Management","The ‘Network Model Management’ function provides a single source of truth for network analysis data and enables grid models for different purposes to be derived from that single source of truth. Network analysis is concerned solely with the electrical grid. Grid models are abstracted from facility engineering detail and describe, in mathematical form, the characteristics of the electrical components that are significant to the overall electrical system that delivers power from sources to consumers.  ",""
"id-08cec388cacd4cfdb75a15b647364062","ApplicationFunction","New Project","Open a new SCL file.",""
"id-a90730b1aa744250bc14698cdd1b8054","ApplicationFunction","Open Project","Open and SCL file to show and/or edit.",""
"id-21813916cdde48279f1b8f63ea8bd777","ApplicationFunction","Optimal Power flow","",""
"id-de188089577b41d1a631398d8698ec12","ApplicationFunction","Performance configuration","",""
"EAID_AAB1269E_7BD3_43de_B44C_44417E32B9C2","ApplicationFunction","Power Flow Analysis","Power Flow Analysis is the computational procedure (numerical algorithms) required to determine the steady state operating characteristics of a power system network from the given line data and bus data.",""
"id-2edb2e03f7f94aa7afcb8c4344d2d7a5","ApplicationFunction","Power Flow Calculation","Power flow is a 'what-if' based grid calculation that will calculate the node voltage and the power flow through the branches, based on assumed load/generation profiles.",""
"id-c10d37495e064eaaabcef128ba9125e1","ApplicationFunction","Predictive Analytics","To define schedules on maintenancae operations related to specific assets on the basis of hystorical data.",""
"id-9312b5cc97a54e7cb3681cb34b86ce01","ApplicationFunction","Project from CIM","Load an IEC CCGMES EQ file and convert it into 61850 SCL.",""
"id-a7f83ec2886a46cf986d365f4ff1d00f","ApplicationFunction","Protocol conversion","",""
"id-8dfb13b7dcf540a4bce97149188310d4","ApplicationFunction","Protocol Conversion","To translate the protocol of the sending device to a different protocol of another device so that compatibility and communication can be established",""
"id-aa2486dbfffe4caa8110cba9723d8f9b","ApplicationFunction","Protocol Management","To translate the protocol of the sending device to a different protocol of another device so that compatibility and communication can be established",""
"id-765fd607d23146c3a552095f58a4a803","ApplicationFunction","Publisher","Editor to mange reports and datasets.",""
"id-b63b58f63bde4bb2b6fadcbcde541392","ApplicationFunction","Raw","",""
"id-4d2951d45a624e21871bbcee49093f67","ApplicationFunction","Real Time monitoring","To monitor asset performance and readiness in real time",""
"id-df66bda9ca2c4514b86f4ea0f32f4b05","ApplicationFunction","Real-time measurement scaling","",""
"id-3c4f5b4272974a58b32372a59d96d416","ApplicationFunction","Remote Configuration management","To remotely configure and interact with a device already deployed in the field",""
"id-663acdd76410473fa2d44f096e2d0a25","ApplicationFunction","Remote Equipment and node management","To access equipment or a node remotely",""
"id-afb23ba14a1048ac9ef9a4f51a76b312","ApplicationFunction","Resample","",""
"id-254b871d5f7c4b8d899d608a0045e615","ApplicationFunction","Ressource management","Management of the communication between the different machines within a cluster group.",""
"id-faf1d34c19894cc9b8184b460aba653f","ApplicationFunction","Retreieve SITPE bay typicals","Function to retreive bas typicals in Siemens SITIPE.",""
"id-e2353abad30e483389900e25fcc7396b","ApplicationFunction","Retrieve SCL Data","Function to load SCL XML files.",""
"id-7a87a809e1f4453f84a1ec6d2db2ff5c","ApplicationFunction","Routing of device commands","",""
"id-f9f71849715c47c39f96808454ce41eb","ApplicationFunction","Save as version","Save a SCL XML file as a new version.",""
"id-9c7bb3de435f4db2ac3efe23eaf4d023","ApplicationFunction","Save Functions","Grouping of save funcitons.",""
"id-929ff5f1ecef44459be44c108a717d0a","ApplicationFunction","Save Project","Save the SCL project.",""
"id-cb8a7266526d467db6a3a211a5d3e524","ApplicationFunction","Save project as","Save a SCD file under a different name in the CoMPAS database.",""
"EAID_D055AE5E_4ACC_4fbf_93DC_A521D967770A","ApplicationFunction","SCADA","SCADA: Supervisory Control and Data Acquisition.
SCADA is a solution for data acquisition, monitor and control power systems covering large geographical areas. It refers to the combination of data acquisition and telemetry.",""
"EAID_1F2CDCC3_035D_43f9_85B2_36AE19053E23","ApplicationFunction","Scenario Simulator","",""
"id-6c7afc202e5d4a59ad3b3506bef64da2","ApplicationFunction","Scheduler","",""
"id-19cdab6218bb43e7a70e1f0d14f15adf","ApplicationFunction","SDK","",""
"id-8650fd5b95a54dd4978491282c3f7415","ApplicationFunction","Secrets","",""
"id-5b14ee250ec24f04b21ea505032921b3","ApplicationFunction","Security Analysis","Simulate a bunch of failures starting from an initial stable state (online security analysis being the last real time state).",""
"id-8182273af3cd4aaa8dca6e1aeba1092e","ApplicationFunction","Security Assessment","",""
"id-73c5af7114ee481985ead5b2f7090307","ApplicationFunction","Self-Healing","To allow a system to autonomously identify issues, self-diagnose their causes and activate mitigating measures to allow the system to continue performing its core fucntionalities ",""
"id-235e6c448aaf4dc690d708446dd0aa55","ApplicationFunction","Self-registering","To allow a system to autonomously identify new users or systems and automatic registers them.",""
"id-6b1075e4ee544242aa11f43fa0edeac9","ApplicationFunction","Sensitivity analysis","",""
"id-b6ef355728e74e29ad340cf3e5a45369","ApplicationFunction","Server administration","",""
"id-1f62cdcc804645f9b6d774a87162da81","ApplicationFunction","Settings","Make changes/see general OpenSCD settings.",""
"EAID_A6F09A11_053F_4789_95DB_362120402791","ApplicationFunction","Severity Ranking of Contingency Violations","",""
"id-926e741fc8b04b079466681f07c87cba","ApplicationFunction","Short Circuit Calculation","Short circuit calculation is carried out to analyze a worse case scenario where a fault has occured. The currents flowing through branches and node voltages are calculated. ",""
"id-ca8a5325bd934712a160687638d00c8a","ApplicationFunction","Short Term Forecasting","",""
"id-1a4ac616e7624840899ee05116f8a977","ApplicationFunction","Short Term Forecasting for SO","",""
"id-dd87fe455982417db704abf932f55d6b","ApplicationFunction","Short Term forecasting for TenneT","",""
"EAID_15A0F584_7462_40d4_AA31_15F3F916400D","ApplicationFunction","Short Term Load Forecast Demand Response Adjustment","Calculates a short term load forecast that is adjusted for demand that is expected to be met by demand response effectively reducing the load expected and observed by the operator/market.",""
"id-bf4ab65d56d64a76ab2045cdbb91514f","ApplicationFunction","Short term persistency","To store data for a short period of time ",""
"id-f085e94191fe42019f77da3760fb1bfa","ApplicationFunction","Simulation","",""
"id-eb0ccd2ae9e54327b72779479cea7da7","ApplicationFunction","Simulation","Simulate the system",""
"id-b6955d3be8694347856440ddbc9252cf","ApplicationFunction","Simulation","Simulation of performance of assets with different configurations or network locations",""
"id-289b3a7497974ff18f542805211bed42","ApplicationFunction","Single Line Diagram","Show SCL based single line diagram's.",""
"EAID_C37DA04B_B952_4ee9_B229_29D3515DCA08","ApplicationFunction","Small Signal Stability Assessment","Small signal analysis is about power system stability when subject to small disturbances (sub-cycle). If power system oscillations caused by small disturbances can be suppressed, such that the deviations of system state variables remain small for a long time, the power system is stable. On the contrary, if the magnitude of oscillations continues to increase or sustain indefinitely, the power system is unstable.",""
"id-718652736ede481fa971d8ad91bdc600","ApplicationFunction","Sources","",""
"id-cd94d3a6845e4e7084eb51cdbdbb020b","ApplicationFunction","Specification Management","",""
"id-ce6a08b024424b64a8610679bf44fc1d","ApplicationFunction","State Estimation","State estimation is a statistical calculation method that determines the most probable state of the grid, based on network data and measurements (here measurements mean power flow or voltages values with some kind of uncertinity, which were either measure, estimated or forecasted.)",""
"id-1f790482a7e4459db403b231f1a8c020","ApplicationFunction","State Estimation","",""
"id-724fea7446e44157953123092831ece5","ApplicationFunction","State Estimation","Establish a statistical state of a given real system (measured with unperfect noisy sensors) that is coherent with a physically representative model.",""
"id-9deb9668a3dd45e1b47ad7ada6e2828e","ApplicationFunction","Static and Dynamic Calculation","Static - Based on a model simulate the resulting physical state
Dynamic - Based on a model and a scenario of event, simulate the behavior of the system",""
"id-261e2b3140534f0f87f53fb1bb250905","ApplicationFunction","Store SCL Data","Function to store SCL XML files.",""
"id-a5244f64f99f4faa90627e482b6e9224","ApplicationFunction","Subscriber Data Binding (GOOSE)","GOOSE (Generic Object Oriented Substation Event) editor to manage data binding based GOOSE.",""
"id-72df67e20df74ccf964840fb60778a0b","ApplicationFunction","Subscriber Data Binding (SMV)","Sample values (SMV) editor to manage data binding based SMV.",""
"id-b5931369601d44b991388563b4944e89","ApplicationFunction","Subscriber Later Binding (GOOSE)","GOOSE (Generic Object Oriented Substation Event) editor to manage later binding based GOOSE.",""
"id-f66a1c701c2845539d201aa0f22d4bee","ApplicationFunction","Subscriber Later Binding (SMV)","Sample values (SMV) editor to manage later binding based SMV.",""
"id-9e831fecdc5e466094c9635f601e78c7","ApplicationFunction","Subscriber Message Binding (GOOSE)","GOOSE (Generic Object Oriented Substation Event) editor to manage message binding based GOOSE.",""
"id-60424a1f127c430887ccc51649a2d5d4","ApplicationFunction","Subscriber Message Binding (SMV)","Sample values (SMV) editor to manage message binding based SMV.",""
"id-86a226a1231b4e57ab7cc3e193f4ee84","ApplicationFunction","Subscriber Update","",""
"EAID_58FA3EA2_9D38_4045_8091_CF622CF89574","ApplicationFunction","Symmetric Power Flow Analysis","",""
"id-3c3b6ec54b7d41a194206457c616b70a","ApplicationFunction","System hardening","",""
"id-b7c2443a77ee4c55a6c87e52eafad4f9","ApplicationFunction","System Services Forecast","Forecast the system services that will be required to sustain the power system within it security limits",""
"id-23a566de15fe4d9fb5b3383f0418c5ae","ApplicationFunction","Templates","Edit/create/show the data template sections of IEC 61850.",""
"id-e6693f5d2d5d4092849d517c7dde95ad","ApplicationFunction","Time synchronization (PTP)"," PTP: precision time protocol",""
"id-09f13165de464faeae55cd2d1677daae","ApplicationFunction","Time Weighted Averages","",""
"id-ab220ccfc703484d9b98bdf7421d48bd","ApplicationFunction","Transformers","",""
"EAID_BC9AA8EC_7225_409a_86E3_44E1E30A62AB","ApplicationFunction","Transient Stability Assessment","Transient stability analysis simulates the effect on the grid as a result of events that can cause oscillations in the speed and angles of machines and in power flows along the lines (e.g. faults, load changes, connection/disconnection of generators). Transient stability analysis is the study of the system in response to these changes and is used to determine if the system will be stable after a given disturbance. For proper operation of the system, it is essential to ensure that after a given disturbance, the system settles down to a new, stable condition.",""
"id-9a81047618bc48bcb43b39fb59a3629d","ApplicationFunction","Unified Operator's UX components and Frameworks","Covering the digital functionalities supporting operators in their interaction with systems and stakeholders . ",""
"id-3d40b2f6b32f429f8eddeaa4d1ae0323","ApplicationFunction","Update desc (SEL)","Function to update the describtions in the SEL IED configurations.",""
"id-1ecf5b34a5fa4a1db274813671afada5","ApplicationFunction","Update desc. (ABB)","Function to update the describtions in the ABB IED configurations.",""
"id-6be39e2386b8448cb8ceb34c1ece907e","ApplicationFunction","Update Substation","",""
"id-37edc03c96ea47b2b03eae350ae2470c","ApplicationFunction","Utilities","",""
"id-6dae0570364143d5885487d836931ac2","ApplicationFunction","Validate Schema","Validate the SCL file based on the 61850 XSD.",""
"id-2132664f74444efab50c8da8db614411","ApplicationFunction","Validate Templates","Check the 61850 data template section against the IEC 61850 standard.",""
"id-7f03946ee7a040baa55c1c60cc5a955c","ApplicationFunction","Validate using OCL","Validate the 61850 SCL file based on OCL rules.",""
"id-4e4ec4e22a4841509c8365b7e60bc1fc","ApplicationFunction","View diagnostics","Find/see/read validation and other 61850/SCL errors.",""
"id-cdaf929c3f444c46ae26fddf908cefed","ApplicationFunction","View Log","See relevant log details of OpenSCD.",""
"id-74c7ec95b56c43519a916b44e32220df","ApplicationFunction","Virtualisation configuration","",""
"EAID_3049B6B2_4F62_4767_883E_2AE35A7DE090","ApplicationFunction","Voltage Stability Assessment","Voltage Stability Analysis assesses the ability of a power system to maintain voltage stability under different contingencies and loading conditions. ",""
"EAID_65268548_D50E_45ad_8F03_58C29D0E9F7C","ApplicationFunction","Weather Forecast Generation","Generating a forecast for all aspects of weather related to demand and load forecasting.
The algorithm in the ""Weather Forecast Generation"" function be trained by retrospectively comparing the weather forecast to the weather measured for a given time and location.",""
"id-c25d8d2bedb744fd83db6ec49af59835","ApplicationFunction","Workflow Engine","",""
"id-2b1777e84e004e32a406c3b77bfeb84d","ApplicationProcess","Log analysis","To support the clustering, aggregation and analysis on assets and processes related log files",""
"id-4fdae19f61ad4f68923efee2f548fd07","ApplicationService","Application Service","Application Services
An application service represents an explicitly defined exposed application behavior.

An application service exposes the functionality of components to their environment. This functionality is accessed through one or more application interfaces. An application service is realized by one or more application functions that are performed by the component. It may require, use, and produce data objects.

An application service should be meaningful from the point of view of the environment; it should provide a unit of behavior that is, in itself, useful to its users. It has a purpose, which states this utility to the environment. This means, for example, that if this environment includes business processes, application services should have business relevance.

",""
"EAID_963E5494_5C50_4876_8952_21690774CD44","ApplicationService","CGMES Contingency Profile","Specification proposed to IEC TC57 WG 13 for standardization by ENTSO-E.
https://eepublicdownloads.entsoe.eu/clean-documents/CIM_documents/Grid_Model_CIM/Contingency_Profile_Specification_v1.0.pdf",""
"id-0b71e6baa6724d1e9f2bfe8f0bbce391","ApplicationService","CIM to 61850","",""
"id-3c0b57e4a3ae4afc9414da93b81d8668","ApplicationService","Communication protocole","",""
"id-c2eb4c77fe8c48adbf42566decfb71b2","ApplicationService","Configuration recommendations of a GNU/LINUX system (ANSSI)","https://cyber.gouv.fr/sites/default/files/document/linux_configuration-en-v2.pdf",""
"id-42d1a383caf84b9cac603b541b84faca","ApplicationService","Customer app UX/UI","Customer centric access to energy services, or information of current state of system vs. preferrences and economics.",""
"id-9be32e2b91af4eb78b640a0a136027d0","ApplicationService","Data Validation","To provide specific well-defined guarantees for fitness, accuracy, and consistency for “user inputs” into an application or automated system. ",""
"EAID_5C312337_139C_428c_AEB1_18D2EB939403","ApplicationService","DNP3","",""
"id-bb785796af5b4a1295552bac9e25da44","ApplicationService","Edge X","",""
"id-2e78ae25f1074c6198207e31fcab5ab1","ApplicationService","Fledge","",""
"id-f7f63a96f7d54c5382e6487cbe0fdeda","ApplicationService","Honeywell","",""
"id-8b78ed2211464e4cba8acd3f7265f37e","ApplicationService","IEC 20922 (MQTT)","",""
"id-7be5feb1d8fe45f4a7bcd974f1ec8c56","ApplicationService","IEC 60870-5-103","",""
"id-09df31e95b504e3a8613aa59b4e96e62","ApplicationService","IEC 60870-5-104","",""
"id-2c120e00072e478491973795cfa44180","ApplicationService","IEC 60870-6 (ICCP/TASE.2)","",""
"id-64672f026bbe4eadbd6427813dda3635","ApplicationService","IEC 61158 (Modbus)","",""
"id-5ce54fe18b8145dcafe9b15c8215e9e8","ApplicationService","IEC 61850-6 (SCL)","",""
"id-2bda9ac9293742c383c21de255f4ff1f","ApplicationService","IEC 61850-8-1 (GOOSE)","Information exchange between IEDs in a Substation over the Ethernet.",""
"id-14ea8ca7aa13463da5ae61e6b229081d","ApplicationService","IEC 61850-8-1 (MMS)","",""
"id-68e19abc8d8b4e8c97dd124c58225f65","ApplicationService","IEC 61850-9-2 (Sampled Values)","",""
"EAID_9AA42317_A6CE_43ef_9E9E_6B9FADA3E9A8","ApplicationService","IEC 61970-451 Discrete Measurements","",""
"EAID_BEC929BB_EA55_4fe7_B1A8_EEB525B9989E","ApplicationService","IEC 61970-451 Measurements","",""
"EAID_66D87CE4_668E_46bc_A893_9FA8B559644A","ApplicationService","IEC 61970-452 Equipment (EQ)","",""
"EAID_41B0E7B8_A767_4376_9ACA_3081BECAF087","ApplicationService","IEC 61970-452 Short Circuit (SC)","",""
"EAID_74F6C851_0EC7_4d83_B156_F1E350FACAC9","ApplicationService","IEC 61970-456 State Variables (SV)","",""
"EAID_7E3A86D4_6EB9_4c93_BE63_7AB915935AC5","ApplicationService","IEC 61970-456 Steady State Hypothesis (SSH)","",""
"EAID_EFD320CB_76DF_4d1f_8DAE_29797A9FE752","ApplicationService","IEC 61970-456 Topology (TP)","",""
"EAID_B5B1D5B6_038D_4679_8E4D_4696ABEF90FE","ApplicationService","IEC 61970-457 Dynamics","",""
"id-a520fd3f04284cc7a5c776a83af4020d","ApplicationService","IEC 62056 (DLSM/COSEM)","",""
"id-bb1bab2c3a7149368d5c9f212ebc2d45","ApplicationService","IEC 62379 (SNMPv3)","",""
"id-5bf408e90e7148f6baebee6f3d0bd877","ApplicationService","IEC 62541 (OPC UA)","",""
"EAID_A1F9F6D3_5A00_40ba_808C_CD488991B58C","ApplicationService","IEC61970-451 Analog Measurements","",""
"id-bcf454a355484f7c8ed489c4e46d3838","ApplicationService","Message queing service and directory","",""
"id-e025f62b12664df085ef3e61e5de507f","ApplicationService","Message Queue","To queue messages that are sent between applications. It includes a sequence of work objects that are waiting to be processed. A message is the data transported between the sender and the receiver application; it's essentially a byte array with some headers at the top.",""
"id-393b7df157b24ef09de96a6a3405a256","ApplicationService","OSLP","Open Street Light Protocol (OSLP) is a lightweight message based protocol",""
"id-5cb87a10225a43e7b471b9c7475a50f4","ApplicationService","Other","",""
"id-0068599de4664df6b679126e34dc9a06","DataObject","(Edge) System Configuration","",""
"id-2d54a5e33a3943df8c57f555a4b69911","DataObject","Aggregated measuring values","",""
"id-f00263b01b1a4efc891e5ef645e0ed51","DataObject","AMPL","",""
"id-ceb991ac785d4ad8b6de3c1f22eda90d","DataObject","Assumed load/generation profile","",""
"EAID_63E434CE_D28F_4745_8F6E_6DA872A2F40C","DataObject","Available Frequency-Responsive Demand Response","Available Frequency-responsive demand response refers to on-line generation that can measure frequency locally and change their power consumption after a non-zero frequency deviation is observed, in order to achieve power balance between supply and demand. 
For example fans and pumps that are directly driven by synchronous or induction motors, will, therefore, inherently reduce demand during frequency declines (and increase when frequency increases).
Source: PNNL https://www.pnnl.gov/main/publications/external/technical_reports/PNNL-23764.pdf",""
"EAID_E5A61583_5D4D_46f4_B691_09BA5380F91F","DataObject","Available Non-spinning Reserves","A form of secondary frequency response, non-spinning reserves must be available within ten minutes, but can be offline. ",""
"EAID_6E7D8A5F_4C06_4bef_999E_D10CF1870BED","DataObject","Available Spinning Reserves","A form of secondary frequency response, spinning reserve refers to reserves that must be online and available within ten minutes.",""
"id-f9e296986d8a44bbaeca90bd26bd9eb3","DataObject","Base profiles","",""
"id-68e26498c8d843c6bebd184f906327e5","DataObject","Behind-the-meter Solar Generation Forecast","A forecast of the behind-the-meter (non-dispatchable) solar generation, usually from residential and commercial rooftop panels, that is serving local load. This can be used to calculate a potential peak demand that could occur very quickly e.g. when a storm moves in.",""
"EAID_3BF93AF4_899B_4aea_B91F_A6CB9456CED3","DataObject","Black Start Service Awards","An award to provide black start service in the event of a black out.  Requires:
""A generating unit(s) and its associated set of equipment which has the ability to be started without support from the System or is designed to remain energized without connection to the remainder of the System, with the ability to energize a bus, meeting the Transmission Operator’s restoration plan needs for Real and Reactive Power capability, frequency and voltage control, and that has been included in the Transmission Operator’s restoration plan""
https://www.nerc.com/files/glossary_of_terms.pdf",""
"EAID_A8D221BC_E568_4842_BBC5_170FB0C99615","DataObject","Calendar","A record of demand-influencing events for a given day of the year, based on the season, holidays, day of the week etc.",""
"id-0e01a8032129446390c14fcdb0998b67","DataObject","CGMES-EQ","",""
"id-98218ee9f891475783d992a0aaa1f029","DataObject","CGMES-SSH","",""
"id-66f54c52c5524053b01de7f67da1da67","DataObject","CGMES-SV","",""
"id-541092cde11a4fb49141cbad6ffe4f4d","DataObject","CGMES-TP","",""
"id-e3e2e9f13eef457bba3a0395db14250e","DataObject","CIM - CGMES","",""
"id-c0ec7ab545274677a5cc0e2b7e1d32f0","DataObject","CIM CGMES-EQ specifications","The CGMES-EQ file format can used to convert into 61850 SCL to act as a start of an SCL based configuration.",""
"id-1691be86196f4366b45f71d7b428af4c","DataObject","CIM-DL","",""
"id-b41e525789304861bc8066cbf87fe94d","DataObject","conducting element","",""
"id-6d18bd6a915f469d835efa5161d90491","DataObject","contingency","",""
"id-25b39e75da2f4d4cbaec944616742f5d","DataObject","contingency list","",""
"id-cbc4f7fd7e9b4848988766bb3c244f51","DataObject","contingency violation","",""
"EAID_1AFE201C_EB00_424a_82F7_722E4D6B06AE","DataObject","Contingency Violations","",""
"id-b69587a4cb26408590074f6b79ad3696","DataObject","Contingency violations","",""
"id-50ad46d5c0ab49d8a6f3a71a72d6e1f5","DataObject","Contract Details","",""
"id-2a968eb589974ae29c71c775fa88c04b","DataObject","DarkSkyNet","",""
"id-fb3f9f22548142929a4e255cd8f8dbb3","DataObject","Data","",""
"id-cabda16887f04ad4a201b9ddb06d0577","DataObject","Data Object","Data Object
A data object represents data structured for automated processing.

A data object should be a self-contained piece of information with a clear meaning to the business, not just to the application level. Typical examples of data objects are a customer record, a client database, or an insurance claim.

The ArchiMate language in general focuses on the modeling of types, not instances, since this is the most relevant at the Enterprise Architecture level of description. Hence a data object typically models an object type (cf. a UML class) of which multiple instances may exist in operational applications. An important exception is when a data object is used to model a data collection such as a database, of which only one instance exists.

An application function or process can operate on data objects. A data object may be communicated via interactions and used or produced by application services. A data object can be accessed by an application function, application interaction, or application service. A data object may realize a business object and may be realized by an artifact. A data object may have association, specialization, aggregation, or composition relationships with other data objects. The name of a data object should preferably be a noun.
",""
"id-e635aff004bc43ab96fbbbab8a0ace64","DataObject","Day ahead prices","",""
"id-bbaa1fee2ba3469cb76b65917639ba42","DataObject","Demand Response Forecast","A forecast of the available demand response from registered (dispatchable) resources.",""
"EAID_A3DB1809_E0D8_4d77_9A94_57C613530B16","DataObject","Demand Response Resource Schedules","The list of energy schedules for Demand Response Resources",""
"EAID_43039592_9A68_4378_AB49_F67FC06B085D","DataObject","DER Growth","An estimate of the growth of Distributed Energy Resource (e.g. Rooftop solar and storage, that would reduce net demand or electric vehicles that would increase it) in the last year.  Used to adjust load forecasts when using a ""similar day"" from the prior year. ",""
"id-6a22733b592d462aace2c3ad6f0d2ee7","DataObject","Deviation between measurement values and estimated state","",""
"EAID_38A1BDDD_7DA3_4322_92C9_3033C8507824","DataObject","DSA Contingencies","DSA contingencies is a list of the largest generators and loads in the system. The DSA application function simulates the effects of these contingencies on the grid and outputs the impacts over time, including dropping frequency and stability.",""
"EAID_7FA51065_A028_471b_B1B1_DE72B890F240","DataObject","Dynamic base-case","Snapshot from the dynamic model
Power flow solution with dynamic data",""
"id-ee05895011ac4dd89861dd73a142bbb9","DataObject","Dynamic parameters","",""
"EAID_6CA579CA_EC0B_4ffd_A9EA_A4ADF2C43629","DataObject","Dynamic Security Violations","A dynamic security violation is one that requires the operator to take a dispatch action.",""
"id-6585f4890f9c43c1bcadda3c0d3421fe","DataObject","Dynamic simulation result ?","",""
"EAID_0F3EFADD_533E_4a83_B368_E0EB33893BD7","DataObject","Dynamic Stability Limits","",""
"id-ad35c321a8704123879535f2473f2115","DataObject","Edge process data","",""
"id-6210202f8dc04017aee9f068f7d0392e","DataObject","EMS metingen","",""
"EAID_30AA6BE0_D5D0_411a_AC64_DAF632AAFE29","DataObject","EMT Stability Violations","Violations of security and stability on HVDCs in sub-transient dynamics.",""
"EAID_07D7C461_EC37_4b43_9698_B0C2A8485D56","DataObject","Energy Resource Master Data","Behavioural attributes for an energy resource (gen, load, storage) including maximum power, ramp rate (curve), start up time, minimum run time etc.",""
"id-5d377fee80fe4a79a9c5c8eb8042a076","DataObject","Equipment","",""
"EAID_AF17887A_3859_4316_A4D3_36742DA5533D","DataObject","Equipment and Connectivity Model","A model of the grid; it's equipment and connectivity.
(The EQ profile in CIM)",""
"EAID_650E1175_4276_470f_A4A2_5575D77753DA","DataObject","Equipment Dynamics Model","A mathematical model for an equipment's (synchronous machine, inverter based resources, transmission lines, load and energy storage) electro-mechanical and electro-magnetic response to control or grid changes.
A mathematical model representing the sub-cycle behaviour needed for analysis of the steady state stability (small-signal stability) and/or transient stability of a power system or parts of it. 
(The DY profile of CIM.)

More info here: https://www.nerc.com/comm/PC/Model%20Validation%20Working%20Group%20MVWG%202013/NERC%20Standardized%20Component%20Model%20Manual.pdf
https://arxiv.org/pdf/1804.04933.pdf#:~:text=POWER%20SYSTEM%20MODELS,wind%20generators%20and%20PV%20generators.",""
"EAID_C7848D4D_DB82_491d_96F5_8986365FA44C","DataObject","Equipment Out of Service","A planned outage for which equipment needs to be taken out of service.",""
"id-f94bf892eb3d44d0b7e8d46ee65974f6","DataObject","Estimates","",""
"id-13efd1a0e7ea4406aba4386e574f8b2d","DataObject","Exchange model","",""
"EAID_BFA26795_50A9_4dd5_B994_BD6D4D20238D","DataObject","Facility Ratings","The maximum or minimum voltage, current, frequency, or real or reactive power flow through a facility that does not violate the applicable equipment rating of any equipment comprising the facility.
https://www.nerc.com/files/glossary_of_terms.pdf
For context: NERC also defines Facility as a set of electrical equipment that operates as a single Bulk Electric System Element (e.g., a line, a generator, a shunt compensator, transformer, etc.)",""
"id-8b8f4d61b8dd4d9196d29b400fdd3635","DataObject","Fault type and impedance","",""
"id-4024c97dcca84faba98b3446950e1534","DataObject","Forecasts SO","",""
"id-63a97c41d57d41118900ddaa8580a503","DataObject","Forecasts TenneT","",""
"id-d63cb28a2eb746d397489aeece8bba50","DataObject","generation and Load Time series","",""
"EAID_EE4D41C6_FD5D_49a9_AD56_38B42B1911A7","DataObject","Generator Derates","A derate is a partial generator outage with an associated reduction in capacity. A generator derate may be scheduled to do maintenance in the future minutes, days or months.",""
"id-d418055c9ad341e1a7fd2d337c9073c1","DataObject","Geo location of POI's","Geo location of contingencies ?",""
"id-0a57746154ef43a8add82abcf13a0dac","DataObject","GFS","",""
"id-2a0ac92ff43e42a78f571d35bcfe71da","DataObject","GFS forecasts","",""
"EAID_0DA4721B_ED9E_43d9_A750_28D68CD9908F","DataObject","Granular RES Models","The equipment and dynamics model for renewable energy sources.",""
"EAID_E232E872_7032_49c9_ABC8_C304E73BCF5C","DataObject","Grid Measurements and Limits","The definition of measurements and limits that apply to a particular grid.  It must be transferred with the corresponding EQ profile. Supported by the operation (OP) profile  IEC 61970-452.

https://webstore.iec.ch/publication/64844",""
"EAID_EEE57E55_B414_4584_8F1B_56BB77983272","DataObject","Grid Model Assembly","A cohesive collection of Models (Physical, Situation or both) that has a specified purpose, which is often to serve as the starting point for the execution of some form of network analysis. ",""
"EAID_9BA152ED_00D6_48f2_9078_6D3A6C90ABF6","DataObject","Grid Physical Model","A representation of the physical characteristics of the electrical grid including equipment, connectivity, short circuit properties, measurements and limits.  Supported by the CIM EQ, OP and SC profiles IEC 61970-452.",""
"EAID_CABA2986_C556_4bf6_9C80_5F8C25EA7A1F","DataObject","Grid Scenario","A representation of a possible state (energy injections, switch states, control settings) of the grid for planning and coordination.  Is additional to the equipment model, therefore a steady state analysis would require both an Equipment and a scenario (Steady State Hypothesis, SSH profile, in CIM)",""
"EAID_CA801779_89A0_46d6_B16A_88F21CBD99AC","DataObject","Grid-Following IBR Dynamics Model","",""
"EAID_3CE317AD_2282_4a24_8E42_8DDD6DD7D1B7","DataObject","Grid-Forming IBR Dynamics Models","Grid-following inverters mimic current sources at their output terminals, whereas grid-forming inverters act like voltage sources and have control of voltage magnitude of frequency/phase.

In contrast to inverter-based grid-following sources, inverter-based grid-forming sources would be designed to establish frequency and control voltage autonomously, and therefore they might be designed to both provide black-start capability and facilitate system restoration following a blackout.

Source: https://www.nrel.gov/docs/fy21osti/73476.pdf",""
"id-9613c96de94d48f38e6ac275e550fd27","DataObject","Historic control actions","",""
"id-e51134b5b6174081aba66a5204d5ed9e","DataObject","Historical load ","",""
"EAID_F44A36F9_A00B_47fc_872C_5F4B0AB4F5EB","DataObject","Historical Resource Schedules","Historical resource schedules",""
